Date,High,Low,Mid,Last,Bid,Ask,Volume
2017-03-30,53.283,50.751,51.684,51.636,51.571,51.797,104198.97183623
2017-03-29,54.3,49.397,52.784,52.84,52.728,52.84,196980.56359149
2017-03-28,50.599,47.95,50.22,50.2,50.201,50.239,133332.61640173
2017-03-27,52.01,47.666,49.0945,48.93,48.928,49.261,109117.95302335
2017-03-26,51.8,46.55,50.5585,50.695,50.422,50.695,147464.54229338
2017-03-25,58.989,47.455,50.1295,50.001,50.01,50.249,401128.01579617
2017-03-24,51.679,42.501,51.3795,51.21,51.212,51.547,385941.63308765
2017-03-23,44.749,40.216,43.811,43.982,43.64,43.982,145596.37719922
2017-03-22,42.948,38.51,41.1295,41.24,41.019,41.24,136913.81018743
2017-03-21,43.7,39.472,42.185,42.216,42.151,42.219,161966.82603494
2017-03-20,45.69,39.7,44.685,44.73,44.64,44.73,368217.87343347
2017-03-14,29.932,27.001,28.608,28.555,28.59,28.626,248152.59106017
2017-03-13,30.6,22.977,28.558,28.542,28.52,28.596,744148.16090004
2017-03-12,21.467,18.83,21.3005,21.3,21.3,21.301,232839.72467994
2017-03-11,19.7,16.5,19.163,19.175,19.151,19.175,367693.10066338
2017-03-10,18.0,16.25,17.661,17.672,17.65,17.672,97315.05997207
2017-03-09,18.861,16.511,16.5275,16.544,16.511,16.544,225172.88022652
2017-03-08,19.666,18.5,18.786,18.8,18.773,18.799,88321.983813
2017-03-07,20.23,19.14,19.5415,19.51,19.51,19.573,113375.61189072
2017-03-06,19.453,18.148,19.344,19.352,19.319,19.369,76734.38991427
2017-03-05,20.001,18.4,18.5005,18.5,18.5,18.501,112795.18425001
2017-03-04,20.733,18.426,19.4685,19.493,19.398,19.539,348719.1685092
2017-03-03,19.45,16.299,19.014,19.021,18.99,19.038,307924.48467265
2017-03-02,17.489,15.62,17.456,17.435,17.435,17.477,118337.63233635
2017-03-01,16.225,15.177,15.81,15.862,15.786,15.834,219831.72591881
2017-02-28,15.75,14.301,15.498,15.5,15.452,15.544,148333.31826831
2017-02-27,14.66,13.3,14.5965,14.569,14.569,14.624,94063.91977104
2017-02-26,13.8,13.05,13.568,13.554,13.555,13.581,88521.8124738
2017-02-25,13.311,12.7,13.1315,13.113,13.113,13.15,54372.25082344
2017-02-24,13.367,12.601,13.238,13.207,13.207,13.269,66306.56206803
2017-02-23,12.846,12.601,12.6605,12.679,12.645,12.676,15151.27724273
2017-02-22,12.89,12.25,12.7945,12.817,12.771,12.818,57647.28880669
2017-02-21,12.91,12.4,12.4415,12.411,12.411,12.472,30523.81503642
2017-02-20,12.935,12.7,12.8155,12.801,12.801,12.83,18220.94896294
2017-02-19,12.9,12.7,12.841,12.793,12.803,12.879,24159.26770933
2017-02-18,12.889,12.6,12.7195,12.761,12.671,12.768,31748.44995556
2017-02-17,12.993,12.57,12.885,12.921,12.87,12.9,39823.34160509
2017-02-16,13.15,12.59,12.9375,12.92,12.925,12.95,108535.13791238
2017-02-15,13.4,11.317,13.077,13.15,13.026,13.128,218690.52483185
2017-02-14,11.374,11.05,11.3185,11.32,11.317,11.32,23367.26441978
2017-02-13,11.397,11.221,11.305,11.264,11.277,11.333,9442.86292755
2017-02-12,11.38,11.125,11.2875,11.37,11.263,11.312,25917.15665452
2017-02-11,11.39,10.75,11.296,11.29,11.28,11.312,50654.32233021
2017-02-10,11.511,10.409,10.9195,10.923,10.892,10.947,84661.38584575
2017-02-09,11.6,11.0,11.2915,11.3,11.283,11.3,31581.14743402
2017-02-08,11.5,11.253,11.4345,11.438,11.43,11.439,39015.52487874
2017-02-07,11.326,11.123,11.29,11.28,11.27,11.31,20975.19018287
2017-02-06,11.367,11.054,11.124,11.133,11.101,11.147,14328.34079945
2017-02-05,11.4,10.941,11.3055,11.32,11.28,11.331,50803.04803737
2017-02-04,11.043,10.55,11.0145,11.0,11.0,11.029,41009.22415624
2017-02-03,10.84,10.527,10.7595,10.74,10.74,10.779,48586.99792648
2017-02-02,10.767,10.41,10.6675,10.673,10.652,10.683,39184.32686477
2017-02-01,10.736,10.377,10.68,10.612,10.653,10.707,88696.78003281
2017-01-31,10.686,10.376,10.5135,10.5,10.5,10.527,43041.5366288
2017-01-30,10.545,10.376,10.4285,10.456,10.401,10.456,11409.72945575
2017-01-29,10.54,10.35,10.524,10.54,10.508,10.54,40315.89573967
2017-01-28,10.58,10.356,10.4785,10.453,10.454,10.503,18667.59726139
2017-01-27,10.63,10.427,10.54,10.58,10.503,10.577,26108.82092881
2017-01-26,10.579,10.351,10.4675,10.494,10.441,10.494,9038.5189908
2017-01-25,10.752,10.463,10.5515,10.579,10.51,10.593,43584.21177892
2017-01-24,10.827,10.589,10.7105,10.744,10.704,10.717,14746.3979336
2017-01-23,10.977,10.339,10.6515,10.664,10.626,10.677,51271.1282563
2017-01-22,11.092,10.561,10.941,10.95,10.932,10.95,46137.4963328
2017-01-21,10.752,10.297,10.6435,10.64,10.64,10.647,26154.45555989
2017-01-20,10.514,10.152,10.408,10.42,10.393,10.423,15568.88029125
2017-01-19,10.49,9.7357,10.244,10.222,10.221,10.267,41017.62467444
2017-01-18,10.595,9.533,10.238,10.292,10.203,10.273,109540.27353068
2017-01-17,9.779,9.53,9.55245,9.53,9.531,9.5739,5687.29970831
2017-01-16,9.834,9.614,9.7474,9.728,9.727,9.7678,4844.02365505
2017-01-15,9.8741,9.507,9.659,9.679,9.6141,9.7039,7070.19738962
2017-01-14,9.8,9.376,9.6915,9.699,9.675,9.708,12732.9407451
2017-01-13,10.039,9.082,9.72235,9.7183,9.7189,9.7258,40696.60451487
2017-01-12,10.696,9.41,9.68995,9.7,9.6799,9.7,67612.33876907
2017-01-11,10.75,10.2,10.5475,10.522,10.522,10.573,47267.88976891
2017-01-10,10.839,9.5004,10.345,10.343,10.311,10.379,67864.31866905
2017-01-09,10.475,9.796,10.338,10.29,10.317,10.359,38070.74283538
2017-01-08,10.19,9.48,9.832,9.8129,9.799,9.865,37809.57232423
2017-01-07,10.401,9.4726,10.093,10.1,10.086,10.1,49431.17923467
2017-01-06,11.7,9.2,10.2535,10.294,10.215,10.292,223404.28974856
2017-01-05,11.15,9.44,11.095,11.075,11.062,11.128,174919.12409764
2017-01-04,9.9,8.3,9.6649,9.661,9.662,9.6678,189971.51946871
2017-01-03,8.5,8.114,8.3852,8.4292,8.353,8.4174,31925.40537612
2017-01-02,8.5868,8.03,8.21445,8.196,8.2,8.2289,49123.00087797
2017-01-01,8.3515,8.0,8.047,8.002,8.037,8.057,63029.13187905
2016-12-31,8.4986,8.0501,8.17095,8.162,8.162,8.1799,16626.29853545
2016-12-30,8.6,7.5611,8.29395,8.2641,8.2661,8.3218,96382.37208969
2016-12-29,7.7566,7.1,7.5781,7.6159,7.578,7.5782,53585.88099209
2016-12-28,7.33,7.0829,7.17615,7.2,7.1523,7.2,11688.949467
2016-12-27,7.35,7.05,7.25005,7.259,7.2411,7.259,23193.51789979
2016-12-26,7.3239,7.167,7.18315,7.1826,7.1826,7.1837,4703.16221206
2016-12-25,7.351,7.11,7.2477,7.2342,7.2344,7.261,17406.52846933
2016-12-24,7.6789,7.1091,7.1474,7.147,7.147,7.1478,45523.80717941
2016-12-23,7.8609,7.463,7.5565,7.5613,7.55,7.563,35308.34053063
2016-12-22,7.962,7.6391,7.869,7.8619,7.86,7.878,15247.15200275
2016-12-21,7.75,7.5508,7.657,7.6858,7.637,7.677,16314.07974946
2016-12-20,7.888,7.58,7.609,7.589,7.59,7.628,8623.38898603
2016-12-19,7.9379,7.74,7.87315,7.904,7.844,7.9023,6817.18096456
